group,problem_text,correct_answers,incorrect_options,level,point_value,result_text,status
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem12/question/question12.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem12/options/option12_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem12/options/option12_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem12/options/option12_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem12/options/option12_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem13/question/question13.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem13/options/option13_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem13/options/option13_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem13/options/option13_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem13/options/option13_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem14/question/question14.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem14/options/option14_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem14/options/option14_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem14/options/option14_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem14/options/option14_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem16/question/question16.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem16/options/option16_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem16/options/option16_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem16/options/option16_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem16/options/option16_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem17/question/question17.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem17/options/option17_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem17/options/option17_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem17/options/option17_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem17/options/option17_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem18/question/question18.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem18/options/option18_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem18/options/option18_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem18/options/option18_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem18/options/option18_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem19/question/question19.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem19/options/option19_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem19/options/option19_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem19/options/option19_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem19/options/option19_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem20/question/question20.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem20/options/option20_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem20/options/option20_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem20/options/option20_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem20/options/option20_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem21/question/question21.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem21/options/option21_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem21/options/option21_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem21/options/option21_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem21/options/option21_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem22/question/question22.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem22/options/option22_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem22/options/option22_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem22/options/option22_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem22/options/option22_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem23/question/question23.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem23/options/option23_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem23/options/option23_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem23/options/option23_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem23/options/option23_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem24/question/question24.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem24/options/option24_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem24/options/option24_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem24/options/option24_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem24/options/option24_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem25/question/question25.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem25/options/option25_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem25/options/option25_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem25/options/option25_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem25/options/option25_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem26/question/question26.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem26/options/option26_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem26/options/option26_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem26/options/option26_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem26/options/option26_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem27/question/question27.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem27/options/option27_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem27/options/option27_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem27/options/option27_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem27/options/option27_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem28/question/question28.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem28/options/option28_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem28/options/option28_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem28/options/option28_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem28/options/option28_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem29/question/question29.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem29/options/option29_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem29/options/option29_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem29/options/option29_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem29/options/option29_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem30/question/question30.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem30/options/option30_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem30/options/option30_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem30/options/option30_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem30/options/option30_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem31/question/question31.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem31/options/option31_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem31/options/option31_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem31/options/option31_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem31/options/option31_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem32/question/question32.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem32/options/option32_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem32/options/option32_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem32/options/option32_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem32/options/option32_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem33/question/question33.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem33/options/option33_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem33/options/option33_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem33/options/option33_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem33/options/option33_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem34/question/question34.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem34/options/option34_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem34/options/option34_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem34/options/option34_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem34/options/option34_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem35/question/question35.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem35/options/option35_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem35/options/option35_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem35/options/option35_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem35/options/option35_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem36/question/question36.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem36/options/option36_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem36/options/option36_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem36/options/option36_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem36/options/option36_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem37/question/question37.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem37/options/option37_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem37/options/option37_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem37/options/option37_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem37/options/option37_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem38/question/question38.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem38/options/option38_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem38/options/option38_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem38/options/option38_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem38/options/option38_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem39/question/question39.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem39/options/option39_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem39/options/option39_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem39/options/option39_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem39/options/option39_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem40/question/question40.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem40/options/option40_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem40/options/option40_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem40/options/option40_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem40/options/option40_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem41/question/question41.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem41/options/option41_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem41/options/option41_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem41/options/option41_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem41/options/option41_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem42/question/question42.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem42/options/option42_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem42/options/option42_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem42/options/option42_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem42/options/option42_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem43/question/question43.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem43/options/option43_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem43/options/option43_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem43/options/option43_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem43/options/option43_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem44/question/question44.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem44/options/option44_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem44/options/option44_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem44/options/option44_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem44/options/option44_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem45/question/question45.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem45/options/option45_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem45/options/option45_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem45/options/option45_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem45/options/option45_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem46/question/question46.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem46/options/option46_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem46/options/option46_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem46/options/option46_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem46/options/option46_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem47/question/question47.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem47/options/option47_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem47/options/option47_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem47/options/option47_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem47/options/option47_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem48/question/question48.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem48/options/option48_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem48/options/option48_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem48/options/option48_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem48/options/option48_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem49/question/question49.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem49/options/option49_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem49/options/option49_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem49/options/option49_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem49/options/option49_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem50/question/question50.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem50/options/option50_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem50/options/option50_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem50/options/option50_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem50/options/option50_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem51/question/question51.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem51/options/option51_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem51/options/option51_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem51/options/option51_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem51/options/option51_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem52/question/question52.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem52/options/option52_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem52/options/option52_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem52/options/option52_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem52/options/option52_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem53/question/question53.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem53/options/option53_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem53/options/option53_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem53/options/option53_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem53/options/option53_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem54/question/question54.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem54/options/option54_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem54/options/option54_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem54/options/option54_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem54/options/option54_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem55/question/question55.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem55/options/option55_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem55/options/option55_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem55/options/option55_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem55/options/option55_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem56/question/question56.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem56/options/option56_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem56/options/option56_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem56/options/option56_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem56/options/option56_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem57/question/question57.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem57/options/option57_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem57/options/option57_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem57/options/option57_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem57/options/option57_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem58/question/question58.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem58/options/option58_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem58/options/option58_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem58/options/option58_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem58/options/option58_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem59/question/question59.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem59/options/option59_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem59/options/option59_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem59/options/option59_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem59/options/option59_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem60/question/question60.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem60/options/option60_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem60/options/option60_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem60/options/option60_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem60/options/option60_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem61/question/question61.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem61/options/option61_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem61/options/option61_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem61/options/option61_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem61/options/option61_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem62/question/question62.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem62/options/option62_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem62/options/option62_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem62/options/option62_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem62/options/option62_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem63/question/question63.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem63/options/option63_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem63/options/option63_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem63/options/option63_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem63/options/option63_4.jpg" alt="" /></p>,1,1,,1
