"question category","question type","is correct","question/answer text","points","attempts","random","is feedback","correct feedback text","incorrect feedback text"
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem4/options/forQuiz/option4_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem4/options/forQuiz/option4_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem4/options/forQuiz/option4_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem5/question/question5.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120004-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120004-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem5/options/forQuiz/option5_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem5/options/forQuiz/option5_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem5/options/forQuiz/option5_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem5/options/forQuiz/option5_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem6/question/question6.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120005-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120005-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem6/options/forQuiz/option6_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem6/options/forQuiz/option6_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem6/options/forQuiz/option6_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem6/options/forQuiz/option6_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem7/question/question7.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120006-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120006-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem7/options/forQuiz/option7_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem7/options/forQuiz/option7_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem7/options/forQuiz/option7_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem7/options/forQuiz/option7_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem8/question/question8.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120007-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120007-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem8/options/forQuiz/option8_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem8/options/forQuiz/option8_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem8/options/forQuiz/option8_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem8/options/forQuiz/option8_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem9/question/question9.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120008-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120008-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem9/options/forQuiz/option9_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem9/options/forQuiz/option9_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem9/options/forQuiz/option9_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem9/options/forQuiz/option9_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem10/question/question10.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120009-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120009-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem10/options/forQuiz/option10_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem10/options/forQuiz/option10_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem10/options/forQuiz/option10_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem10/options/forQuiz/option10_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem11/question/question11.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120010-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120010-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem11/options/forQuiz/option11_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem11/options/forQuiz/option11_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem11/options/forQuiz/option11_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem11/options/forQuiz/option11_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem12/question/question12.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120011-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120011-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem12/options/forQuiz/option12_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem12/options/forQuiz/option12_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem12/options/forQuiz/option12_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem12/options/forQuiz/option12_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem13/question/question13.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120012-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120012-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem13/options/forQuiz/option13_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem13/options/forQuiz/option13_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem13/options/forQuiz/option13_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem13/options/forQuiz/option13_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem14/question/question14.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120013-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120013-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem14/options/forQuiz/option14_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem14/options/forQuiz/option14_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem14/options/forQuiz/option14_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem14/options/forQuiz/option14_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem15/question/question15.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120014-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120014-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem15/options/forQuiz/option15_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem15/options/forQuiz/option15_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem15/options/forQuiz/option15_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem15/options/forQuiz/option15_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem16/question/question16.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120015-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120015-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem16/options/forQuiz/option16_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem16/options/forQuiz/option16_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem16/options/forQuiz/option16_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem16/options/forQuiz/option16_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem17/question/question17.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120016-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120016-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem17/options/forQuiz/option17_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem17/options/forQuiz/option17_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem17/options/forQuiz/option17_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem17/options/forQuiz/option17_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem18/question/question18.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120017-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120017-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem18/options/forQuiz/option18_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem18/options/forQuiz/option18_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem18/options/forQuiz/option18_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem18/options/forQuiz/option18_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem19/question/question19.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120018-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120018-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem19/options/forQuiz/option19_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem19/options/forQuiz/option19_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem19/options/forQuiz/option19_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem19/options/forQuiz/option19_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem20/question/question20.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120019-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120019-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem20/options/forQuiz/option20_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem20/options/forQuiz/option20_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem20/options/forQuiz/option20_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem20/options/forQuiz/option20_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem21/question/question21.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120020-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120020-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem21/options/forQuiz/option21_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem21/options/forQuiz/option21_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem21/options/forQuiz/option21_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem21/options/forQuiz/option21_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem22/question/question22.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120021-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120021-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem22/options/forQuiz/option22_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem22/options/forQuiz/option22_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem22/options/forQuiz/option22_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem22/options/forQuiz/option22_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"algebra2-inversefunctions","mchoice","",<p>Solve the following: </p><p><img src="images/algebra2-inversefunctions/problems/problem24/question/question24.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120023-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/algebra2-inversefunctions/120023-algebra2-inversefunctions"  target="_blank"/>Click for Complete solution</a>
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem24/options/forQuiz/option24_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem24/options/forQuiz/option24_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem24/options/forQuiz/option24_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/algebra2-inversefunctions/problems/problem24/options/forQuiz/option24_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
